# Energy 	 Lambda(HLT) 	 Rho(HLT) 	 Stat(HLT) 	 Sys(HLT) 	 Quadrature 	 A/A0
0.2320518402934959 0.05245208740234375 -4.091060077377962e-08 2.8969651041369878e-09 4.30087564057932e-09 5.185550895547743e-09 0.005743166196462541
0.3701779357062911 0.05245208740234375 -1.0558225629986655e-07 2.691267410371528e-09 7.515459423183661e-09 7.98279716738738e-09 0.030090791906639967
0.5083040311190863 0.05245208740234375 -2.443633280518786e-07 5.144478294715899e-09 1.8620512820836797e-08 1.931810432303725e-08 9.052801488535953e-05
0.6464301265318815 0.05245208740234375 -4.048621646254164e-07 9.683399139580511e-09 1.5786235477153887e-09 9.811231890126238e-09 0.1769200021846924
0.7845562219446767 0.05245208740234375 -4.162515228506161e-07 1.6441339217087428e-08 8.09705334014084e-08 8.262290792849118e-08 0.2732716985396789
0.9226823173574719 0.05245208740234375 -2.286540896527359e-07 2.1271314875688644e-08 1.1636001111465706e-07 1.1828829622216987e-07 0.0037951704541865417
1.060808412770267 0.05245208740234375 -1.0254073338976072e-07 2.840652697694392e-08 4.5917163695773585e-08 5.3993672747427645e-08 0.5543238596129435
1.1989345081830622 0.05245208740234375 -3.597513582309761e-07 3.6734909073939814e-08 3.645974393141384e-07 3.6644337393258655e-07 0.7068476844409187
1.3370606035958574 0.05245208740234375 -9.905044996701297e-07 3.855056188978921e-08 5.734174390782398e-07 5.74711845415653e-07 0.8279689176976637
1.4751866990086526 0.05245208740234375 -1.6264115995985281e-06 3.743131248229403e-08 4.385942785505953e-07 4.40188646300043e-07 0.9126651559384172
1.6133127944214478 0.05245208740234375 -1.855108114311252e-06 4.1845320013246065e-08 2.740231641600314e-08 5.001917384337457e-08 0.9684998243713737
1.751438889834243 0.05245208740234375 -1.4961079898263838e-06 4.7950575075053654e-08 6.061007972900532e-07 6.079946004083149e-07 1.0046097067322106
1.8895649852470382 0.05245208740234375 -6.373003000966959e-07 4.8880972522357334e-08 1.0535630762359807e-06 1.054696404223772e-06 1.0279271558118468
2.0276910806598334 0.05245208740234375 4.887053357130987e-07 4.3793542158884615e-08 1.2323320091187335e-06 1.2331099119841006e-06 1.0430530359319135
2.1658171760726286 0.05245208740234375 1.6407368545967443e-06 3.57554749324563e-08 1.1327396344974184e-06 1.1333038134361813e-06 1.052927410549126
