# Energy 	 Lambda(HLT) 	 Rho(HLT) 	 Stat(HLT) 	 Sys(HLT) 	 Quadrature 	 A/A0
0.30067489485426896 0.5340576171875 2.481758858465078e-07 3.7981593243816985e-09 1.0772422748392178e-09 3.947969753188139e-09 9.020564329630646e-05
0.47964804655323856 0.05245208740234375 5.130306524541838e-07 8.569642460594916e-09 4.3330802255114765e-09 9.602830631805909e-09 0.08435172950667882
0.6586211982522082 0.05245208740234375 8.51201309472343e-07 1.692476055093909e-08 4.2145187948063895e-08 4.5416565115431777e-08 0.22707013113616512
0.8375943499511778 0.05245208740234375 1.1283466591283513e-06 2.5434404656218405e-08 8.527597323254666e-08 8.898820456090953e-08 0.4092564105397664
1.0165675016501474 0.05245208740234375 1.3417177072167472e-06 4.3848838752336006e-08 1.566724289017959e-08 4.6563753711532395e-08 0.5637734691598167
1.195540653349117 0.05245208740234375 1.6858696966159111e-06 6.489532314555465e-08 3.1140225959225167e-07 3.180923926241023e-07 0.6742228301296608
1.3745138050480867 0.05245208740234375 2.1753306924897774e-06 6.967229309379317e-08 5.203931376011269e-07 5.250364235815387e-07 0.7514779477296588
1.5534869567470564 0.05245208740234375 2.4188077099110245e-06 7.919480322409615e-08 2.95373289691516e-07 3.0580581603509694e-07 0.8024631734579106
1.732460108446026 0.05245208740234375 1.97352298670799e-06 1.0374790011464294e-07 3.3111869507364395e-07 3.469916670548022e-07 0.8337503126421153
1.9114332601449957 0.05245208740234375 7.82295944263959e-07 1.1312405219713636e-07 9.693279540657973e-07 9.759066214135882e-07 0.852269414554869
2.0904064118439654 0.05245208740234375 -8.191828100242568e-07 9.818953157575491e-08 1.2582514553488612e-06 1.2620768237308667e-06 0.8631673824573898
2.269379563542935 0.05245208740234375 -2.3917794858977466e-06 7.324056592702307e-08 1.1076970167520445e-06 1.110115697312082e-06 0.8696216739979902
2.4483527152419042 0.05245208740234375 -3.628364596759033e-06 6.053587696769654e-08 6.493685409293158e-07 6.521840954430862e-07 0.8734810962217251
2.627325866940874 0.05245208740234375 -4.411897934222087e-06 6.724798302808367e-08 7.929526137992009e-08 1.0397129266607815e-07 0.8758119170348211
2.8062990186398435 0.05245208740234375 -4.764551425916107e-06 7.857807169585563e-08 4.494447354561264e-07 4.562620777367614e-07 0.8772328721936785
