# Energy 	 Lambda(HLT) 	 Rho(HLT) 	 Stat(HLT) 	 Sys(HLT) 	 Quadrature 	 A/A0
0.304817087598525 0.133514404296875 7.741000632676044e-07 1.0599818083417742e-08 2.1502295174554045e-09 1.081571219935545e-08 8.726803722381491e-05
0.4862558302166946 0.05245208740234375 1.5037478194999282e-06 2.5193837858678944e-08 1.5516757698133374e-08 2.958883633250868e-08 0.061168200946361787
0.6676945728348642 0.05245208740234375 2.4656486063351926e-06 4.676947863931313e-08 9.212226068464748e-08 1.0331454421253241e-07 0.17215537117354657
0.8491333154530338 0.133514404296875 3.372408801420542e-06 5.6459622949272196e-08 1.076254967679827e-07 1.215357419779426e-07 0.0003892756683693272
1.0305720580712034 0.05245208740234375 4.197175948897384e-06 1.231561194160919e-07 6.239160617587421e-08 1.3805847410005686e-07 0.4775257763868299
1.212010800689373 0.05245208740234375 5.132262915642971e-06 1.7993316709462252e-07 6.685557292817947e-07 6.923458007211525e-07 0.589860270700884
1.3934495433075427 0.05245208740234375 6.209796696434953e-06 1.9371054887077288e-07 1.1485994521802198e-06 1.164819504598252e-06 0.669571185610193
1.5748882859257123 0.05245208740234375 6.6692044330863795e-06 2.220596610959835e-07 7.534537748147559e-07 7.854954384773141e-07 0.7243059606093192
1.756327028543882 0.05245208740234375 5.513989417590388e-06 3.10707924226512e-07 6.030339920076418e-07 6.783726186203424e-07 0.7598547114721617
1.9377657711620515 0.05245208740234375 2.4655201484282626e-06 3.635577019710561e-07 2.1662522751858044e-06 2.1965480013899422e-06 0.7819402849240388
2.119204513780221 0.05245208740234375 -1.7997313795666846e-06 3.3358285718980027e-07 3.0446673027681746e-06 3.0628869563136902e-06 0.7953933311900864
2.3006432563983905 0.05245208740234375 -6.188684725559652e-06 2.516486616726329e-07 2.8677145325420607e-06 2.8787347375321952e-06 0.8035575246939374
2.48208199901656 0.05245208740234375 -9.811413419314781e-06 1.8876965249147816e-07 1.8405779301706727e-06 1.8502327147505285e-06 0.8085283812506082
2.6635207416347297 0.05245208740234375 -1.2241425568803477e-05 1.9816069518771574e-07 4.2318085445980695e-07 4.672790351584491e-07 0.8115724542590288
2.8449594842529 0.05245208740234375 -1.3455984023041894e-05 2.4053415676917515e-07 9.687168711144816e-07 9.981327852317493e-07 0.8134485087716119
