# Energy 	 Lambda(HLT) 	 Rho(HLT) 	 Stat(HLT) 	 Sys(HLT) 	 Quadrature 	 A/A0
0.23388888231337798 0.05245208740234375 4.076360197344287e-08 9.400874421695142e-09 5.7806292176131715e-08 5.8565722526447064e-08 0.0012191149696043058
0.3731084551189601 0.05245208740234375 -1.950178447190455e-08 2.4128723268233465e-08 8.881079360091871e-08 9.203017084945553e-08 0.06649841217976668
0.5123280279245422 0.05245208740234375 -4.220415211438932e-07 4.785383455610019e-08 3.5924404805498255e-07 3.624172671723206e-07 1.4702544274559726
0.6515476007301244 0.05245208740234375 -1.506992566052116e-06 5.649150861533716e-08 7.185208587520889e-07 7.207381736854764e-07 4.3541619943895675
0.7907671735357066 0.05245208740234375 -4.392364497700046e-06 1.1256222134155552e-07 7.729144946644925e-08 1.365438458297188e-07 6.248047563001306
0.9299867463412888 0.05245208740234375 -1.9210001207912464e-06 1.1345670711270593e-07 2.699467498594252e-06 2.701850699123763e-06 7.492923300944421
1.0692063191468708 0.05245208740234375 -3.7905575548575726e-07 1.6155157598591513e-07 1.480357604738967e-07 2.1911982585475423e-07 8.378955409036324
1.2084258919524529 0.05245208740234375 -4.189467546503207e-06 1.615339559288722e-07 4.643206358093604e-06 4.646015336044308e-06 8.980979441280633
1.3476454647580351 0.05245208740234375 -9.144610713524627e-06 1.3563808674179787e-07 4.754770657184009e-06 4.756704919688946e-06 9.373496636447193
1.4868650375636172 0.05245208740234375 -1.0614599589260923e-05 1.392993271645087e-07 6.501407099153888e-07 6.648964169235465e-07 9.624399616793855
1.6260846103691995 0.05245208740234375 -7.567796553179595e-06 1.5168530085121742e-07 4.323964927082343e-06 4.3266246799477e-06 9.783759325519899
1.7653041831747815 0.05245208740234375 -1.4651806045067035e-06 1.473940589288565e-07 7.554370317269394e-06 7.5558080904062404e-06 9.88509540302278
1.9045237559803636 0.05245208740234375 5.666908326790381e-06 1.3041528797009432e-07 8.215943169291469e-06 8.216978173779183e-06 9.94988825560229
2.0437433287859457 0.05245208740234375 1.2273989597628375e-05 1.1381460315445305e-07 6.714529002809678e-06 6.715493540571946e-06 9.99164295390464
2.182962901591528 0.05245208740234375 1.7508481021409403e-05 1.0661551085459351e-07 3.911567416708965e-06 3.913020128061449e-06 10.018797190266723
