# Energy 	 Lambda(HLT) 	 Rho(HLT) 	 Stat(HLT) 	 Sys(HLT) 	 Quadrature 	 A/A0
0.2308552777570089 0.06666666666666668 3.21829844764699e-08 6.3955461184452516e-09 2.559992460671729e-08 2.6386722987570272e-08 0.0010997655612330025
0.4104093826791269 0.06666666666666668 -2.881465471343473e-07 1.111734287754468e-08 2.4734738170896847e-08 2.7118307193475683e-08 0.0009648534541790076
0.589963487601245 0.06666666666666668 -1.3359279680288654e-06 3.861729750749652e-08 2.327331611933694e-07 2.3591528137414363e-07 0.011359977413525584
0.7695175925233629 0.06666666666666668 -1.553558733430692e-06 5.620703856860974e-08 8.060884011000496e-07 8.08045630872841e-07 0.09749074488117582
0.9490716974454809 0.06666666666666668 -2.128343221873679e-06 9.067832237729753e-08 6.385901846914391e-07 6.449961101692067e-07 0.2871320402936224
1.128625802367599 0.06666666666666668 -5.4381659330944745e-06 8.815407185252081e-08 2.7586024819801935e-06 2.760010651061235e-06 0.7210124854335751
1.3081799072897171 0.06666666666666668 -6.178225027578328e-06 9.65202952247971e-08 2.1675336882251848e-07 2.372723968062714e-07 1.2311530158847734
1.487734012211835 0.06666666666666668 -2.7653320744886937e-06 9.782160551904109e-08 3.881839151419269e-06 3.883071498697621e-06 1.7975815220545956
1.667288117133953 0.06666666666666668 2.490762188993657e-06 8.701547561198292e-08 5.645368444740529e-06 5.646039015971115e-06 2.4110717787919507
1.8468422220560712 0.06666666666666668 7.269142942020453e-06 7.911087748849048e-08 4.458624788467287e-06 4.459326578674403e-06 2.943792932776458
