# Energy 	 Lambda(HLT) 	 Rho(HLT) 	 Stat(HLT) 	 Sys(HLT) 	 Quadrature 	 A/A0
0.25459817158707987 0.06666666666666668 3.0561708214793696e-07 6.232637597502242e-09 4.307734247057955e-08 4.352589121143179e-08 0.0008266087229684821
0.45261897171036425 0.06666666666666668 7.085579980113288e-07 7.478821363192479e-09 3.5317238061229094e-08 3.6100416524689476e-08 0.0005503755849217067
0.6506397718336485 0.06666666666666668 1.7677583110170596e-06 2.2973026913374614e-08 9.109889344965761e-08 9.39508826638404e-08 0.0043705071195867425
0.8486605719569329 0.06666666666666668 2.944378580643391e-06 4.3764649251951895e-08 2.3561121908503245e-07 2.396413801556015e-07 0.03890378689256186
1.0466813720802173 0.06666666666666668 3.5552027236336036e-06 8.748959862649279e-08 1.0909712075319246e-07 1.3984495566326826e-07 0.14469209905717004
1.2447021722035017 0.06666666666666668 4.9161443012573234e-06 8.763352145771846e-08 1.2260452139983647e-06 1.2291730963747037e-06 0.4295572977156974
1.442722972326786 0.06666666666666668 4.866298652413574e-06 9.900422238095547e-08 2.4437993572298947e-07 2.6367288262775555e-07 0.7830563247730203
1.6407437724500702 0.06666666666666668 2.5295733882609653e-06 1.0623261269466679e-07 1.698678246620026e-06 1.7019968136104195e-06 1.221977242215202
1.8387645725733548 0.06666666666666668 -8.533836348335836e-07 8.866499080748925e-08 2.60484861020668e-06 2.606357182484888e-06 1.7823080792072263
2.036785372696639 0.06666666666666668 -3.927814650385296e-06 7.121242323897316e-08 2.0839315340452395e-06 2.08514791988763e-06 2.2295143618175457
